process,pump_make,pump_model,pump_runtime_hrs,status
Diffusion,Busch,B2500,27894.1,Failed
Etch,Edwards,E1000,24278.3,Running
Etch,Edwards,E2000,15892.2,Failed
Etch,Busch,B2500,46563.6,Failed
CVD,Edwards,E2000,15031.5,Failed
CVD,Busch,B500,44637.1,Failed
CVD,Edwards,E3000,38244.1,Failed
Diffusion,Busch,B1500,34158.5,Failed
Etch,Busch,B1500,18662.9,Running
CVD,Edwards,E3000,17389.4,Failed
CVD,Busch,B500,18917.9,Failed
Etch,Busch,B2500,27725.3,Failed
Etch,Busch,B1500,16072.3,Running
CVD,Edwards,E3000,1130.6,Running
Etch,Edwards,E1000,6281.2,Failed
Etch,Busch,B500,14431.6,Running
Etch,Busch,B500,10920.5,Failed
Diffusion,Edwards,E3000,39435.9,Failed
Etch,Edwards,E2000,25988.4,Failed
Etch,Busch,B1500,34020.6,Failed
Etch,Edwards,E3000,19867.2,Failed
Etch,Edwards,E2000,27166.5,Failed
CVD,Edwards,E1000,5681.6,Failed
Etch,Edwards,E1000,26963.7,Failed
Etch,Busch,B1500,24099.0,Failed
Diffusion,Edwards,E3000,14641.6,Failed
CVD,Busch,B1500,11852.4,Running
CVD,Edwards,E2000,48899.1,Failed
CVD,Edwards,E1000,10094.2,Failed
Etch,Busch,B500,44124.1,Failed
Etch,Busch,B2500,57525.6,Failed
Diffusion,Edwards,E2000,32831.5,Failed
Etch,Busch,B1500,16759.1,Failed
CVD,Edwards,E1000,30298.3,Failed
Diffusion,Busch,B1500,6074.9,Running
CVD,Edwards,E1000,7055.3,Running
Etch,Edwards,E3000,26516.3,Failed
Diffusion,Busch,B2500,55808.3,Failed
CVD,Busch,B500,7998.9,Running
Diffusion,Edwards,E3000,29062.5,Failed
CVD,Edwards,E3000,14525.8,Running
Diffusion,Edwards,E3000,28443.1,Running
CVD,Busch,B500,35100.6,Failed
Etch,Edwards,E1000,11552.8,Failed
Etch,Edwards,E1000,18495.1,Failed
CVD,Edwards,E1000,1373.4,Running
Etch,Busch,B1500,22584.5,Running
Etch,Edwards,E1000,49565.1,Running
CVD,Edwards,E1000,18253.9,Running
Etch,Busch,B500,4576.4,Failed
Etch,Edwards,E3000,11425.0,Failed
Etch,Edwards,E1000,13348.5,Running
CVD,Busch,B1500,29777.6,Failed
CVD,Edwards,E2000,41120.4,Failed
Etch,Edwards,E1000,14593.9,Running
CVD,Busch,B2500,31767.5,Failed
Diffusion,Busch,B1500,15255.4,Running
Diffusion,Busch,B2500,28263.5,Failed
CVD,Edwards,E1000,1653.6,Running
Etch,Busch,B2500,55021.1,Running
Etch,Edwards,E2000,38044.3,Running
Etch,Busch,B2500,50812.9,Failed
CVD,Edwards,E1000,16914.9,Failed
Diffusion,Edwards,E2000,16942.0,Failed
Etch,Edwards,E1000,19576.2,Running
CVD,Busch,B500,62244.3,Running
CVD,Edwards,E2000,26660.1,Failed
Etch,Busch,B2500,28574.4,Running
Etch,Busch,B1500,22580.8,Running
Etch,Busch,B2500,25143.0,Running
Etch,Edwards,E2000,15162.5,Failed
Diffusion,Edwards,E2000,3834.3,Running
Diffusion,Busch,B2500,45091.8,Failed
CVD,Busch,B2500,32657.2,Failed
Diffusion,Edwards,E2000,45942.7,Failed
CVD,Edwards,E2000,21049.5,Failed
CVD,Edwards,E1000,10002.1,Failed
Etch,Busch,B1500,21794.3,Failed
Etch,Edwards,E3000,11843.3,Running
Etch,Busch,B2500,19226.3,Failed
CVD,Edwards,E3000,11197.2,Running
Diffusion,Busch,B1500,5585.8,Running
Diffusion,Edwards,E2000,36556.9,Failed
CVD,Edwards,E2000,28963.2,Running
Etch,Edwards,E3000,14588.8,Failed
Diffusion,Busch,B2500,34591.0,Running
Diffusion,Busch,B2500,28128.3,Failed
Diffusion,Busch,B1500,25124.1,Running
CVD,Busch,B1500,1910.6,Running
CVD,Edwards,E3000,4431.5,Failed
Etch,Edwards,E3000,4050.4,Running
Etch,Busch,B2500,44378.0,Failed
Etch,Edwards,E1000,16915.0,Failed
Etch,Edwards,E2000,26061.5,Failed
Diffusion,Busch,B1500,14309.1,Failed
Etch,Busch,B1500,14277.5,Running
Diffusion,Busch,B2500,48522.3,Failed
Diffusion,Busch,B2500,18593.7,Running
CVD,Busch,B500,25636.1,Running
CVD,Busch,B1500,20349.5,Failed
Diffusion,Busch,B2500,24207.7,Failed
CVD,Busch,B2500,39381.1,Failed
Diffusion,Edwards,E2000,5585.6,Failed
Etch,Edwards,E1000,3535.9,Running
CVD,Busch,B1500,8237.1,Running
Diffusion,Busch,B1500,9778.4,Failed
Etch,Edwards,E1000,7038.4,Failed
Etch,Busch,B1500,63747.7,Failed
Etch,Edwards,E2000,47939.9,Failed
CVD,Edwards,E1000,31288.0,Failed
Etch,Busch,B1500,20042.0,Failed
Etch,Busch,B1500,27241.1,Running
CVD,Busch,B2500,38258.2,Running
Etch,Edwards,E1000,17720.8,Failed
Etch,Busch,B1500,10507.6,Failed
Etch,Edwards,E2000,38183.1,Failed
Etch,Busch,B1500,46239.3,Failed
Etch,Edwards,E2000,33459.8,Failed
CVD,Edwards,E1000,9917.2,Running
Etch,Edwards,E3000,37330.7,Failed
Diffusion,Edwards,E2000,18560.5,Failed
CVD,Busch,B2500,39835.6,Failed
Diffusion,Edwards,E2000,6503.4,Failed
Etch,Busch,B2500,27957.2,Failed
Etch,Edwards,E3000,38177.2,Failed
Etch,Edwards,E1000,18977.0,Failed
Etch,Busch,B1500,19612.0,Failed
Diffusion,Busch,B2500,35026.9,Running
Diffusion,Busch,B1500,15386.6,Failed
CVD,Edwards,E2000,13968.8,Failed
Diffusion,Busch,B2500,64898.9,Failed
Diffusion,Busch,B2500,21046.5,Failed
Etch,Edwards,E3000,9048.4,Failed
Etch,Edwards,E2000,34229.6,Running
Diffusion,Edwards,E3000,25083.6,Running
Etch,Edwards,E2000,19626.2,Running
Etch,Busch,B2500,26627.4,Running
Etch,Edwards,E2000,29153.0,Failed
Etch,Busch,B2500,21577.6,Running
CVD,Edwards,E2000,36040.0,Failed
Etch,Edwards,E1000,14837.3,Failed
CVD,Edwards,E3000,14693.1,Failed
Diffusion,Busch,B2500,48386.0,Failed
CVD,Busch,B2500,25369.6,Running
Etch,Edwards,E2000,31483.4,Failed
CVD,Edwards,E3000,12935.3,Failed
CVD,Edwards,E1000,27967.8,Failed
Etch,Busch,B2500,50523.8,Failed
Etch,Busch,B2500,26910.2,Failed
Diffusion,Edwards,E1000,4126.8,Running
Diffusion,Edwards,E2000,22883.2,Failed
CVD,Busch,B2500,32112.7,Failed
CVD,Busch,B2500,41448.4,Failed
CVD,Busch,B2500,32510.9,Failed
Diffusion,Edwards,E1000,40891.8,Failed
Diffusion,Busch,B2500,37095.1,Running
Etch,Busch,B2500,31609.3,Failed
CVD,Edwards,E2000,32180.0,Failed
Etch,Edwards,E2000,29869.3,Running
Etch,Edwards,E1000,5538.3,Running
Etch,Busch,B1500,14254.3,Failed
CVD,Edwards,E1000,20069.7,Failed
CVD,Busch,B1500,26006.0,Failed
Diffusion,Edwards,E3000,58696.8,Failed
CVD,Edwards,E3000,21313.3,Failed
Diffusion,Edwards,E2000,8373.6,Failed
Etch,Edwards,E1000,32492.3,Failed
Etch,Busch,B500,8059.7,Running
Etch,Edwards,E1000,8898.2,Running
Etch,Busch,B2500,45319.0,Running
Diffusion,Edwards,E3000,34487.4,Failed
Etch,Busch,B1500,9674.1,Failed
Etch,Edwards,E1000,4318.1,Running
Etch,Edwards,E3000,19754.5,Running
Diffusion,Edwards,E2000,1148.0,Running
Etch,Busch,B500,1006.3,Running
Etch,Edwards,E1000,27202.0,Running
CVD,Busch,B1500,15547.4,Failed
CVD,Edwards,E3000,15063.0,Failed
CVD,Busch,B1500,17223.7,Failed
Diffusion,Edwards,E3000,27187.0,Running
CVD,Busch,B500,43524.5,Running
Etch,Edwards,E1000,25291.4,Failed
CVD,Busch,B1500,5872.9,Running
CVD,Edwards,E3000,13851.8,Failed
Diffusion,Busch,B2500,23467.7,Failed
Etch,Busch,B500,41308.2,Failed
CVD,Edwards,E1000,22032.5,Running
Etch,Busch,B500,2014.5,Running
CVD,Busch,B500,13034.3,Failed
Etch,Edwards,E2000,55615.9,Failed
Etch,Edwards,E2000,34059.6,Running
CVD,Busch,B500,56766.4,Failed
CVD,Edwards,E1000,10016.8,Failed
CVD,Busch,B2500,34738.9,Failed
Diffusion,Busch,B2500,29889.9,Failed
CVD,Busch,B2500,21240.0,Running
Etch,Edwards,E1000,54623.4,Failed
Diffusion,Edwards,E1000,43189.3,Failed
Etch,Busch,B2500,40569.0,Failed
CVD,Edwards,E1000,6191.7,Running
Etch,Busch,B1500,26845.4,Failed
CVD,Busch,B2500,37721.4,Failed
CVD,Busch,B500,25865.6,Failed
Etch,Edwards,E1000,35527.5,Failed
Etch,Busch,B500,16253.4,Failed
Etch,Busch,B2500,45328.2,Running
Etch,Busch,B1500,9286.4,Running
Diffusion,Edwards,E2000,27824.8,Running
CVD,Edwards,E2000,18619.7,Running
Etch,Busch,B2500,37536.0,Failed
Etch,Busch,B1500,16275.5,Failed
CVD,Busch,B2500,30369.6,Failed
Diffusion,Edwards,E2000,12604.9,Failed
CVD,Edwards,E3000,14914.7,Failed
Etch,Edwards,E2000,47540.5,Failed
Diffusion,Edwards,E1000,27467.9,Running
CVD,Edwards,E2000,43663.5,Running
CVD,Edwards,E1000,21941.2,Failed
Diffusion,Edwards,E2000,14810.4,Failed
Diffusion,Busch,B1500,16815.0,Running
Diffusion,Edwards,E2000,24025.7,Failed
Diffusion,Edwards,E3000,16588.9,Running
CVD,Edwards,E1000,3820.3,Running
Etch,Edwards,E2000,43911.7,Failed
Diffusion,Busch,B2500,33556.3,Failed
CVD,Busch,B500,26526.1,Failed
Diffusion,Edwards,E2000,52363.4,Failed
Etch,Edwards,E3000,28232.4,Failed
Etch,Busch,B2500,45489.4,Failed
Etch,Edwards,E1000,32037.7,Failed
CVD,Edwards,E2000,53516.0,Failed
Etch,Edwards,E2000,39980.3,Failed
Etch,Busch,B1500,40231.9,Running
Etch,Busch,B1500,27747.8,Failed
CVD,Busch,B500,36337.0,Failed
Diffusion,Edwards,E3000,36766.4,Failed
Etch,Busch,B1500,34909.4,Running
Etch,Busch,B2500,36533.7,Failed
CVD,Edwards,E1000,17011.4,Failed
Etch,Edwards,E2000,20539.9,Failed
Diffusion,Edwards,E2000,16013.3,Failed
Etch,Busch,B500,488.3,Running
Diffusion,Edwards,E2000,4279.0,Running
Etch,Edwards,E1000,24154.4,Failed
Etch,Busch,B500,1795.4,Running
Etch,Busch,B1500,21492.4,Running
CVD,Edwards,E1000,24633.0,Failed
Etch,Busch,B500,10240.4,Failed
Etch,Busch,B1500,11269.5,Failed
Etch,Busch,B2500,16577.6,Failed
Etch,Edwards,E3000,13728.9,Failed
CVD,Edwards,E1000,31014.4,Failed
CVD,Busch,B1500,27977.2,Failed
Diffusion,Edwards,E2000,25268.1,Failed
CVD,Edwards,E1000,8106.4,Failed
CVD,Edwards,E1000,11369.2,Failed
Etch,Busch,B2500,11155.1,Failed
Etch,Busch,B2500,47493.6,Failed
Diffusion,Busch,B2500,43247.2,Failed
CVD,Edwards,E3000,12699.1,Running
Diffusion,Edwards,E2000,42861.6,Failed
Etch,Edwards,E3000,10433.5,Failed
CVD,Edwards,E1000,1897.2,Running
Etch,Busch,B1500,23634.0,Failed
Etch,Busch,B1500,18745.5,Running
Diffusion,Edwards,E1000,23035.6,Failed
Etch,Edwards,E3000,12536.5,Failed
CVD,Busch,B2500,42101.7,Running
Diffusion,Busch,B1500,6543.5,Running
Diffusion,Edwards,E2000,7624.7,Failed
Etch,Busch,B1500,19634.1,Failed
Etch,Busch,B1500,40026.8,Failed
CVD,Edwards,E1000,5681.2,Failed
Diffusion,Edwards,E3000,19758.8,Running
Etch,Edwards,E1000,23128.4,Failed
Etch,Busch,B2500,43975.2,Running
CVD,Busch,B1500,37255.3,Failed
CVD,Edwards,E1000,6806.7,Failed
Etch,Busch,B1500,11770.5,Running
CVD,Edwards,E1000,3401.5,Running
CVD,Busch,B2500,15143.1,Running
Diffusion,Busch,B500,9384.3,Failed
CVD,Edwards,E2000,32244.7,Failed
CVD,Busch,B500,26422.0,Failed
CVD,Busch,B500,45741.1,Running
CVD,Busch,B1500,9218.8,Running
Etch,Busch,B1500,21600.1,Failed
CVD,Edwards,E1000,6000.1,Failed
Etch,Edwards,E2000,35611.1,Failed
Etch,Busch,B2500,38172.4,Running
CVD,Busch,B500,34212.9,Running
CVD,Busch,B500,46813.3,Failed
Etch,Busch,B1500,27680.3,Running
CVD,Edwards,E2000,39984.3,Failed
CVD,Edwards,E1000,8783.5,Failed
Etch,Edwards,E3000,2721.3,Running
Etch,Edwards,E2000,39448.5,Running
Diffusion,Edwards,E2000,9445.7,Running
Diffusion,Edwards,E2000,17907.7,Failed
CVD,Busch,B500,50644.3,Failed
Diffusion,Busch,B1500,5527.5,Running
Diffusion,Edwards,E3000,20507.4,Failed
Etch,Busch,B1500,13917.9,Failed
Diffusion,Edwards,E3000,41936.1,Failed
Etch,Edwards,E2000,35308.9,Failed
CVD,Edwards,E2000,31738.8,Failed
Etch,Busch,B1500,24558.1,Failed
Diffusion,Busch,B500,11050.1,Running
Etch,Busch,B1500,18921.0,Failed
CVD,Busch,B2500,64642.0,Running
Etch,Edwards,E1000,2401.9,Running
CVD,Busch,B1500,4941.3,Running
CVD,Edwards,E3000,3660.8,Running
Diffusion,Edwards,E1000,24744.2,Failed
CVD,Edwards,E3000,3953.2,Running
Etch,Busch,B2500,51372.0,Running
Etch,Edwards,E1000,20957.7,Failed
Etch,Edwards,E1000,27695.0,Failed
Etch,Busch,B1500,9287.4,Failed
Etch,Busch,B2500,41624.8,Running
Etch,Edwards,E1000,36542.2,Failed
Etch,Edwards,E2000,35947.3,Failed
Etch,Busch,B2500,37652.4,Running
Diffusion,Edwards,E2000,33682.9,Failed
Etch,Busch,B500,6389.7,Failed
Etch,Edwards,E2000,37151.8,Running
CVD,Edwards,E1000,21135.2,Failed
Diffusion,Busch,B2500,20215.5,Failed
Etch,Busch,B500,27038.3,Failed
CVD,Edwards,E3000,9307.7,Failed
Diffusion,Edwards,E3000,44143.1,Running
Etch,Busch,B2500,10979.3,Failed
CVD,Edwards,E1000,7480.8,Failed
Diffusion,Edwards,E3000,36291.1,Running
Diffusion,Edwards,E1000,22173.6,Running
Diffusion,Busch,B2500,35953.7,Failed
CVD,Edwards,E2000,11769.8,Running
Etch,Busch,B500,22086.7,Failed
Etch,Busch,B2500,22829.3,Running
Etch,Busch,B500,21947.7,Failed
Etch,Busch,B1500,20780.9,Running
Etch,Edwards,E1000,20158.8,Running
Etch,Busch,B1500,49908.8,Failed
Diffusion,Edwards,E1000,22166.9,Failed
Etch,Edwards,E3000,24776.2,Failed
Diffusion,Busch,B1500,18511.1,Failed
CVD,Edwards,E2000,19365.8,Running
Etch,Busch,B1500,15869.8,Running
CVD,Busch,B1500,21150.0,Running
Diffusion,Busch,B2500,19376.5,Failed
CVD,Edwards,E3000,21038.9,Failed
CVD,Edwards,E3000,24882.4,Failed
CVD,Edwards,E1000,33871.1,Failed
CVD,Busch,B2500,41217.1,Running
CVD,Edwards,E3000,5409.4,Failed
Etch,Edwards,E1000,28840.6,Failed
Etch,Busch,B2500,48539.3,Failed
Etch,Busch,B500,9769.9,Failed
CVD,Busch,B2500,40357.1,Failed
Etch,Busch,B2500,22187.6,Running
Diffusion,Edwards,E3000,25548.0,Running
Etch,Busch,B1500,27090.8,Failed
Etch,Edwards,E1000,12372.3,Running
CVD,Edwards,E1000,19074.7,Failed
Diffusion,Busch,B1500,26977.0,Running
Etch,Edwards,E2000,19302.6,Failed
Diffusion,Edwards,E2000,28581.1,Failed
Etch,Busch,B1500,2414.7,Running
Etch,Edwards,E3000,7159.1,Running
CVD,Busch,B1500,10267.5,Failed
CVD,Busch,B2500,46709.1,Failed
Etch,Busch,B2500,20298.0,Running
Etch,Busch,B500,16632.1,Failed
Etch,Busch,B1500,13193.3,Failed
Etch,Busch,B1500,31925.4,Running
Etch,Busch,B500,1301.2,Failed
Etch,Busch,B2500,45085.3,Failed
Etch,Edwards,E3000,3886.4,Running
Etch,Busch,B1500,32703.6,Failed
Etch,Edwards,E1000,6542.7,Failed
Diffusion,Edwards,E3000,25206.6,Failed
Etch,Edwards,E2000,50066.1,Failed
Etch,Busch,B500,8381.1,Running
Etch,Busch,B1500,8759.8,Running
Diffusion,Edwards,E2000,32750.6,Failed
Diffusion,Busch,B1500,23408.7,Failed
Etch,Edwards,E1000,12281.7,Running
CVD,Edwards,E1000,8116.8,Running
Etch,Edwards,E2000,18464.7,Running
CVD,Edwards,E1000,13523.8,Failed
Etch,Busch,B2500,45940.5,Failed
Etch,Busch,B1500,9523.9,Running
CVD,Edwards,E1000,17652.6,Running
Etch,Busch,B1500,21210.0,Failed
Diffusion,Edwards,E1000,27437.3,Failed
Etch,Busch,B500,1412.1,Failed
CVD,Busch,B500,41224.4,Running
Etch,Edwards,E1000,20434.9,Failed
CVD,Busch,B500,53447.6,Failed
Etch,Busch,B1500,16287.0,Failed
Etch,Edwards,E1000,16867.4,Running
CVD,Edwards,E1000,19115.1,Running
Etch,Edwards,E2000,25501.9,Failed
Diffusion,Busch,B1500,21100.8,Failed
Etch,Edwards,E1000,20890.4,Running
Diffusion,Edwards,E3000,24449.2,Running
CVD,Edwards,E1000,8603.1,Failed
Etch,Busch,B1500,12730.5,Running
Diffusion,Busch,B2500,20232.7,Failed
Diffusion,Busch,B2500,30955.4,Running
CVD,Edwards,E3000,17757.9,Failed
Etch,Edwards,E3000,7822.0,Failed
CVD,Busch,B2500,45705.6,Failed
Diffusion,Busch,B1500,30835.4,Failed
Diffusion,Edwards,E2000,8647.5,Failed
CVD,Busch,B2500,46279.1,Running
Diffusion,Edwards,E3000,25024.0,Running
Diffusion,Edwards,E1000,12347.1,Failed
Diffusion,Busch,B1500,48397.5,Failed
CVD,Edwards,E1000,1771.4,Running
CVD,Busch,B500,11074.8,Running
CVD,Busch,B1500,45086.6,Running
CVD,Edwards,E1000,29459.6,Failed
Etch,Busch,B2500,30171.8,Running
Diffusion,Busch,B2500,11642.9,Running
Diffusion,Edwards,E1000,14078.4,Failed
CVD,Edwards,E3000,6366.3,Failed
Etch,Busch,B1500,21790.0,Failed
CVD,Busch,B2500,49443.0,Running
Diffusion,Edwards,E1000,39946.9,Failed
Diffusion,Edwards,E3000,32676.8,Failed
CVD,Busch,B2500,36245.4,Running
Etch,Edwards,E1000,8447.8,Failed
Etch,Busch,B1500,13879.2,Failed
Etch,Edwards,E3000,8438.5,Failed
CVD,Edwards,E3000,23306.8,Failed
Etch,Busch,B2500,43892.3,Running
Diffusion,Edwards,E1000,32722.3,Failed
CVD,Edwards,E1000,30175.6,Failed
Etch,Edwards,E1000,8976.0,Failed
CVD,Busch,B500,18381.5,Running
CVD,Busch,B500,23111.9,Failed
Etch,Edwards,E1000,14416.7,Failed
Diffusion,Edwards,E2000,23294.1,Running
Etch,Busch,B1500,14956.1,Failed
Etch,Busch,B1500,32371.5,Failed
CVD,Busch,B2500,50665.3,Running
Etch,Busch,B2500,9888.8,Running
CVD,Busch,B2500,35172.9,Failed
Etch,Busch,B1500,17169.3,Running
CVD,Busch,B500,44714.1,Running
CVD,Edwards,E2000,40520.2,Failed
Etch,Edwards,E3000,9582.2,Running
Etch,Busch,B2500,23255.0,Running
CVD,Edwards,E2000,16424.3,Failed
Etch,Edwards,E2000,16065.9,Running
Etch,Edwards,E1000,3232.4,Running
Etch,Edwards,E1000,22953.8,Failed
Diffusion,Edwards,E3000,27121.5,Failed
Diffusion,Edwards,E3000,31143.4,Running
Etch,Edwards,E2000,5783.5,Running
Diffusion,Busch,B2500,32761.5,Running
CVD,Busch,B1500,27526.1,Failed
Etch,Edwards,E1000,7008.1,Running
CVD,Busch,B2500,48776.1,Running
Etch,Edwards,E1000,28808.2,Failed
CVD,Edwards,E1000,30330.9,Failed
CVD,Edwards,E3000,134.1,Failed
CVD,Edwards,E1000,19778.7,Failed
CVD,Edwards,E3000,10751.2,Failed
Diffusion,Edwards,E2000,26024.9,Failed
Diffusion,Busch,B2500,43125.8,Failed
Etch,Busch,B500,1520.3,Running
CVD,Edwards,E2000,14755.9,Running
Etch,Edwards,E2000,24663.6,Running
Etch,Busch,B500,787.6,Failed
Diffusion,Busch,B2500,31799.9,Failed
CVD,Busch,B2500,42509.0,Failed
CVD,Edwards,E2000,8777.7,Failed
Etch,Edwards,E2000,8011.0,Running
CVD,Busch,B500,24660.3,Running
Diffusion,Busch,B500,4461.1,Running
Etch,Busch,B1500,23553.2,Failed
Etch,Busch,B500,1372.9,Running
Etch,Edwards,E1000,7443.2,Running
Diffusion,Edwards,E2000,14228.3,Failed
CVD,Busch,B2500,32330.1,Running
Etch,Edwards,E2000,42523.2,Failed
Etch,Busch,B2500,5618.0,Failed
Etch,Edwards,E2000,54512.6,Failed
Etch,Edwards,E3000,3553.8,Failed
Diffusion,Edwards,E2000,9974.2,Failed
Diffusion,Edwards,E2000,11575.5,Failed
Diffusion,Busch,B1500,18710.9,Failed
Etch,Busch,B2500,51301.2,Failed
Etch,Edwards,E1000,28373.7,Failed
Etch,Busch,B2500,24170.0,Running
Etch,Busch,B500,1557.4,Failed
CVD,Busch,B500,54785.1,Running
CVD,Edwards,E2000,37814.8,Failed
Etch,Busch,B2500,34821.1,Failed
CVD,Edwards,E3000,9293.6,Failed
CVD,Busch,B500,21546.1,Failed
Etch,Edwards,E1000,4789.7,Running
Etch,Edwards,E3000,6291.2,Failed
CVD,Edwards,E1000,14789.5,Failed
Diffusion,Edwards,E2000,15233.9,Failed
CVD,Edwards,E1000,13479.8,Failed
CVD,Busch,B2500,45780.7,Running
CVD,Edwards,E3000,13043.1,Failed
CVD,Edwards,E1000,14399.8,Failed
Diffusion,Busch,B500,9012.7,Failed
Diffusion,Edwards,E3000,39207.3,Failed
CVD,Busch,B2500,30030.2,Running
Etch,Busch,B500,8337.5,Running
CVD,Busch,B1500,20665.5,Failed
CVD,Edwards,E1000,1019.2,Failed
Etch,Edwards,E1000,21204.1,Failed
Diffusion,Edwards,E1000,21981.0,Running
Etch,Edwards,E1000,20754.3,Running
CVD,Busch,B500,59563.6,Failed
CVD,Edwards,E3000,22675.3,Failed
Etch,Busch,B500,33694.6,Failed
Etch,Busch,B500,8217.6,Failed
Etch,Busch,B1500,11025.3,Failed
Diffusion,Busch,B2500,36545.2,Failed
Diffusion,Edwards,E2000,5595.4,Running
CVD,Edwards,E1000,10847.0,Failed
Diffusion,Edwards,E1000,22153.4,Failed
Etch,Busch,B2500,42564.6,Failed
Etch,Busch,B500,3162.9,Running
Etch,Busch,B1500,18601.3,Running
CVD,Edwards,E1000,8997.9,Failed
Etch,Edwards,E2000,23370.2,Failed
CVD,Busch,B1500,8971.1,Failed
Etch,Edwards,E3000,15478.8,Running
CVD,Busch,B2500,31484.3,Running
Etch,Edwards,E1000,19911.4,Failed
CVD,Busch,B2500,57029.3,Failed
CVD,Busch,B500,36168.9,Failed
Diffusion,Busch,B1500,5384.6,Running
CVD,Edwards,E1000,18788.2,Failed
Etch,Busch,B1500,10042.7,Failed
Etch,Busch,B500,7350.1,Failed
Etch,Busch,B1500,12153.9,Failed
Etch,Busch,B1500,19080.7,Failed
Diffusion,Busch,B2500,9476.9,Running
Diffusion,Busch,B1500,8762.4,Failed
CVD,Busch,B2500,49832.1,Failed
Etch,Busch,B1500,25510.1,Failed
Diffusion,Busch,B500,22314.4,Failed
CVD,Edwards,E3000,303.7,Running
CVD,Edwards,E1000,40003.3,Failed
CVD,Busch,B2500,46649.0,Running
Etch,Busch,B1500,3395.9,Failed
Etch,Busch,B500,441.1,Failed
Etch,Busch,B2500,19806.3,Running
CVD,Busch,B500,25562.6,Failed
Etch,Edwards,E2000,35650.2,Running
Diffusion,Edwards,E3000,50136.5,Failed
Diffusion,Edwards,E3000,18738.0,Running
Diffusion,Edwards,E2000,11844.1,Failed
Diffusion,Busch,B1500,31302.3,Failed
Diffusion,Busch,B500,7640.4,Failed
CVD,Busch,B500,30315.7,Running
CVD,Edwards,E2000,20248.3,Failed
CVD,Edwards,E1000,9534.3,Failed
CVD,Busch,B1500,1915.9,Failed
Etch,Edwards,E1000,26730.8,Failed
CVD,Edwards,E1000,38112.4,Failed
CVD,Busch,B500,52880.9,Failed
CVD,Busch,B2500,18531.8,Failed
CVD,Edwards,E1000,40753.8,Running
CVD,Busch,B2500,64615.3,Failed
Etch,Busch,B1500,25726.5,Failed
Diffusion,Edwards,E2000,50802.1,Failed
CVD,Edwards,E1000,114.5,Running
CVD,Edwards,E3000,4212.1,Failed
Diffusion,Busch,B2500,17737.2,Running
Etch,Busch,B1500,9938.2,Running
Diffusion,Busch,B2500,31848.8,Failed
CVD,Edwards,E1000,7288.1,Failed
Diffusion,Edwards,E2000,16695.7,Failed
CVD,Busch,B500,48666.8,Running
Diffusion,Busch,B2500,37205.8,Running
CVD,Busch,B500,42247.2,Failed
CVD,Edwards,E1000,34793.8,Failed
Diffusion,Busch,B500,15240.7,Failed
Etch,Edwards,E1000,13668.3,Failed
Etch,Edwards,E2000,40939.2,Failed
Etch,Edwards,E2000,43258.2,Failed
Diffusion,Edwards,E3000,34432.5,Failed
Etch,Edwards,E1000,13479.5,Failed
Etch,Busch,B1500,15158.6,Running
CVD,Busch,B500,19161.4,Running
Etch,Edwards,E2000,27093.9,Failed
Diffusion,Edwards,E2000,38198.8,Running
Diffusion,Edwards,E1000,24273.1,Running
CVD,Busch,B2500,44883.2,Failed
Etch,Busch,B1500,13513.7,Failed
CVD,Edwards,E2000,3360.9,Running
Etch,Busch,B2500,8385.8,Failed
CVD,Busch,B2500,44042.1,Failed
Etch,Edwards,E3000,9552.6,Failed
Etch,Busch,B1500,17748.3,Running
Diffusion,Edwards,E2000,21404.2,Failed
CVD,Edwards,E1000,3098.3,Failed
CVD,Edwards,E1000,14729.0,Failed
CVD,Busch,B2500,42430.9,Failed
CVD,Busch,B1500,2010.0,Running
Etch,Edwards,E3000,4498.2,Running
Etch,Edwards,E2000,16079.2,Running
Etch,Edwards,E1000,24053.1,Failed
Etch,Edwards,E2000,48448.0,Failed
CVD,Edwards,E1000,11141.5,Failed
Diffusion,Edwards,E3000,50547.3,Running
CVD,Edwards,E1000,6216.1,Running
Etch,Busch,B500,445.8,Failed
CVD,Edwards,E2000,36300.3,Failed
Diffusion,Edwards,E2000,19515.7,Running
CVD,Busch,B2500,24326.8,Failed
Etch,Busch,B1500,31775.9,Failed
CVD,Busch,B1500,30228.1,Failed
Diffusion,Busch,B2500,34806.5,Failed
Diffusion,Edwards,E2000,28800.2,Failed
CVD,Edwards,E3000,28468.0,Failed
CVD,Busch,B500,30962.3,Failed
Etch,Busch,B1500,21428.6,Failed
CVD,Busch,B2500,33252.2,Failed
Diffusion,Edwards,E3000,37342.0,Failed
Diffusion,Edwards,E3000,46783.9,Running
Diffusion,Edwards,E2000,32387.3,Failed
Etch,Edwards,E1000,41233.8,Failed
CVD,Busch,B2500,46659.6,Running
Etch,Busch,B1500,4132.9,Failed
Etch,Edwards,E3000,13677.2,Failed
Diffusion,Edwards,E3000,51228.7,Running
CVD,Busch,B500,46427.9,Running
Etch,Busch,B1500,13448.3,Running
Etch,Busch,B2500,32932.8,Failed
CVD,Busch,B500,30613.2,Running
Diffusion,Edwards,E2000,36526.0,Failed
Etch,Busch,B2500,17125.3,Running
Etch,Busch,B1500,25522.7,Failed
CVD,Edwards,E3000,3920.6,Running
Etch,Busch,B1500,15247.6,Failed
CVD,Busch,B500,41262.0,Failed
CVD,Edwards,E2000,22992.8,Running
CVD,Edwards,E2000,37706.7,Running
